Repo, Notebook, Message
thibo73800/tensorflow2.0-examples,Introduction - Simple Neural Network.ipynb,Add Subclassing API
thibo73800/tensorflow2.0-examples,Introduction - Simple Neural Network.ipynb,Edit Introduction to NN
thibo73800/tensorflow2.0-examples,Introduction - Simple Neural Network.ipynb,Commit some examples
thibo73800/tensorflow2.0-examples,Quick Draw CNN.ipynb,Filter for files in the repository
thibo73800/tensorflow2.0-examples,Quick Draw CNN.ipynb,Edit notebooks
thibo73800/tensorflow2.0-examples,Quick Draw CNN.ipynb,Create custom layer
thibo73800/tensorflow2.0-examples,Quick Draw CNN.ipynb,Commit some examples
thibo73800/tensorflow2.0-examples,RNN - Text Generator.ipynb,Commit some change
thibo73800/tensorflow2.0-examples,RNN - Text Generator.ipynb,Correct RNN Text Generator
thibo73800/tensorflow2.0-examples,RNN - Text Generator.ipynb,Edit RNN and Eager Mode
thibo73800/tensorflow2.0-examples,RNN - Text Generator.ipynb,Change the nosie and the numbers of epoch on the RNN
thibo73800/tensorflow2.0-examples,RNN - Text Generator.ipynb,Rename text generator
thibo73800/tensorflow2.0-examples,Subclassing API.ipynb,Edit notebooks
thibo73800/tensorflow2.0-examples,Subclassing API.ipynb,Create custom layer
thibo73800/tensorflow2.0-examples,Subclassing API.ipynb,Add Subclassing API
thibo73800/tensorflow2.0-examples,Train a model.ipynb,Edit notebooks
thibo73800/tensorflow2.0-examples,Train a model.ipynb,Update The train model example
thibo73800/tensorflow2.0-examples,Train a model.ipynb,Commit some examples
dduemig/Stanford-Project-Predicting-stock-prices-using-a-LSTM-Network,Final Project.ipynb,Add files via upload
dduemig/Stanford-Project-Predicting-stock-prices-using-a-LSTM-Network,Final Project.ipynb,Delete Final Project.ipynb
dduemig/Stanford-Project-Predicting-stock-prices-using-a-LSTM-Network,Final Project.ipynb,Add files via upload
dduemig/Stanford-Project-Predicting-stock-prices-using-a-LSTM-Network,Final Project.ipynb,Delete Final Project.ipynb
dduemig/Stanford-Project-Predicting-stock-prices-using-a-LSTM-Network,Final Project.ipynb,Add files via upload
dduemig/Stanford-Project-Predicting-stock-prices-using-a-LSTM-Network,Final Project.ipynb,Delete Final Project.ipynb
dduemig/Stanford-Project-Predicting-stock-prices-using-a-LSTM-Network,Final Project.ipynb,Add files via upload
dduemig/Stanford-Project-Predicting-stock-prices-using-a-LSTM-Network,Final Project.ipynb,Delete Final Project.ipynb
dduemig/Stanford-Project-Predicting-stock-prices-using-a-LSTM-Network,Final Project.ipynb,Add files via upload
dduemig/Stanford-Project-Predicting-stock-prices-using-a-LSTM-Network,Final Project.ipynb,Delete Final Project.ipynb
dduemig/Stanford-Project-Predicting-stock-prices-using-a-LSTM-Network,Final Project.ipynb,Add files via upload
dduemig/Stanford-Project-Predicting-stock-prices-using-a-LSTM-Network,Final Project.ipynb,Delete Final Project.ipynb
dduemig/Stanford-Project-Predicting-stock-prices-using-a-LSTM-Network,Final Project.ipynb,Add files via upload
dduemig/Stanford-Project-Predicting-stock-prices-using-a-LSTM-Network,Final Project.ipynb,Delete Final Project.ipynb
dduemig/Stanford-Project-Predicting-stock-prices-using-a-LSTM-Network,Final Project.ipynb,Add files via upload
dduemig/Stanford-Project-Predicting-stock-prices-using-a-LSTM-Network,Final Project.ipynb,Delete Final Project.ipynb
dduemig/Stanford-Project-Predicting-stock-prices-using-a-LSTM-Network,Final Project.ipynb,Add files via upload
dduemig/Stanford-Project-Predicting-stock-prices-using-a-LSTM-Network,Final Project.ipynb,Delete Final Project.ipynb
dduemig/Stanford-Project-Predicting-stock-prices-using-a-LSTM-Network,Final Project.ipynb,Add files via upload
dduemig/Stanford-Project-Predicting-stock-prices-using-a-LSTM-Network,Final Project.ipynb,Delete Final Project.ipynb
dduemig/Stanford-Project-Predicting-stock-prices-using-a-LSTM-Network,Final Project.ipynb,Add files via upload
dduemig/Stanford-Project-Predicting-stock-prices-using-a-LSTM-Network,Final Project.ipynb,Delete Final Project.ipynb
dduemig/Stanford-Project-Predicting-stock-prices-using-a-LSTM-Network,Final Project.ipynb,Add files via upload
dduemig/Stanford-Project-Predicting-stock-prices-using-a-LSTM-Network,Final Project.ipynb,Delete Final Project.ipynb
dduemig/Stanford-Project-Predicting-stock-prices-using-a-LSTM-Network,Final Project.ipynb,Add files via upload
dduemig/Stanford-Project-Predicting-stock-prices-using-a-LSTM-Network,Final Project.ipynb,Delete Final Project.ipynb
dduemig/Stanford-Project-Predicting-stock-prices-using-a-LSTM-Network,Final Project.ipynb,Add files via upload
dduemig/Stanford-Project-Predicting-stock-prices-using-a-LSTM-Network,Final Project.ipynb,Delete Final Project.ipynb
dduemig/Stanford-Project-Predicting-stock-prices-using-a-LSTM-Network,Final Project.ipynb,Add files via upload
dduemig/Stanford-Project-Predicting-stock-prices-using-a-LSTM-Network,Final Project.ipynb,Delete Final Project.ipynb
udacity/private-ai,.ipynb_checkpoints,added data for DP project
udacity/private-ai,.ipynb_checkpoints,Added comment
udacity/private-ai,.ipynb_checkpoints,remove project code
udacity/private-ai,.ipynb_checkpoints,added completed projects section
udacity/private-ai,Section 1 - Differential Privacy.ipynb,"Merge pull request #10 from gargarchit/master

added data for Federated Learning project"
udacity/private-ai,Section 1 - Differential Privacy.ipynb,added data for Federated Learning project
udacity/private-ai,Section 1 - Differential Privacy.ipynb,"Remove extra ""the"""
udacity/private-ai,Section 1 - Differential Privacy.ipynb,added data for DP project
udacity/private-ai,Section 1 - Differential Privacy.ipynb,Added comment
udacity/private-ai,Section 1 - Differential Privacy.ipynb,remove project code
udacity/private-ai,Section 1 - Differential Privacy.ipynb,added completed projects section
udacity/private-ai,Section 1 - Differential Privacy.ipynb,updated section 4 notebooks
udacity/private-ai,Section 1 - Differential Privacy.ipynb,bugfixes
udacity/private-ai,Section 1 - Differential Privacy.ipynb,removed project #s
udacity/private-ai,Section 1 - Differential Privacy.ipynb,update notebooks
udacity/private-ai,Section 1 - Differential Privacy.ipynb,initial files
udacity/private-ai,Section 2 - Federated Learning.ipynb,added data for Federated Learning project
udacity/private-ai,Section 2 - Federated Learning.ipynb,added completed projects section
udacity/private-ai,Section 2 - Federated Learning.ipynb,updated installation instructions
udacity/private-ai,Section 2 - Federated Learning.ipynb,bugfixes
udacity/private-ai,Section 2 - Federated Learning.ipynb,update notebooks
udacity/private-ai,Section 2 - Federated Learning.ipynb,initial files
udacity/private-ai,Section 3 - Securing Federated Learning.ipynb,added completed projects section
udacity/private-ai,Section 3 - Securing Federated Learning.ipynb,bugfixes
udacity/private-ai,Section 3 - Securing Federated Learning.ipynb,initial files
udacity/private-ai,Section 4 - Encrypted Deep Learning.ipynb,update optimizer to adam in tfe plaintext training
udacity/private-ai,Section 4 - Encrypted Deep Learning.ipynb,fix notebooks
udacity/private-ai,Section 4 - Encrypted Deep Learning.ipynb,added completed projects section
udacity/private-ai,Section 4 - Encrypted Deep Learning.ipynb,keystone project
udacity/private-ai,Section 4 - Encrypted Deep Learning.ipynb,updatd notebook
udacity/private-ai,Section 4 - Encrypted Deep Learning.ipynb,updatd notebook
udacity/private-ai,Section 4 - Encrypted Deep Learning.ipynb,renamd notebook
Varal7/ml-tutorial,Part1.ipynb,Fix typo
Varal7/ml-tutorial,Part1.ipynb,Add references to 6.86x
Varal7/ml-tutorial,Part1.ipynb,Remove output
Varal7/ml-tutorial,Part1.ipynb,Merge branch 'master' of github.com:Varal7/ml-tutorial
Varal7/ml-tutorial,Part1.ipynb,Add RBF kernel
Varal7/ml-tutorial,Part1.ipynb,Add somes links
Varal7/ml-tutorial,Part1.ipynb,Add somes links
Varal7/ml-tutorial,Part1.ipynb,Fix typoes
Varal7/ml-tutorial,Part1.ipynb,Part1
Varal7/ml-tutorial,Part2.ipynb,Fix part 2
Varal7/ml-tutorial,Part2.ipynb,Add references to 6.86x
Varal7/ml-tutorial,Part2.ipynb,class updates
Varal7/ml-tutorial,Part2.ipynb,part1
TraceMyers/mitx-stats-notes,"U03 L11 - Fisher Info, Asym Normality of MLE, Method of Moments.ipynb",fixed typo
TraceMyers/mitx-stats-notes,"U03 L11 - Fisher Info, Asym Normality of MLE, Method of Moments.ipynb",fixed MLE explanation
TraceMyers/mitx-stats-notes,"U03 L11 - Fisher Info, Asym Normality of MLE, Method of Moments.ipynb",adding u3l11
kechan/FastaiPlayground,Quick Tour of Data Augmentation.ipynb,add link to fastai discussion forum for Gaussian blur
kechan/FastaiPlayground,Quick Tour of Data Augmentation.ipynb,allow get_transforms.jpg to work in google colab
kechan/FastaiPlayground,Quick Tour of Data Augmentation.ipynb,Use torch.conv2d for blur and minor typo
kechan/FastaiPlayground,Quick Tour of Data Augmentation.ipynb,add shear
kechan/FastaiPlayground,Quick Tour of Data Augmentation.ipynb,add TOC
kechan/FastaiPlayground,Quick Tour of Data Augmentation.ipynb,dont need matplotlib import for now
kechan/FastaiPlayground,Quick Tour of Data Augmentation.ipynb,minor typo
kechan/FastaiPlayground,Quick Tour of Data Augmentation.ipynb,Data Augmentation V1
klicperajo/ppnp,reproduce_results.ipynb,Add reproduce_results with PyTorch
klicperajo/ppnp,reproduce_results.ipynb,Fix attribute normalization
klicperajo/ppnp,reproduce_results.ipynb,Add PyTorch implementation
klicperajo/ppnp,reproduce_results.ipynb,Simplify calc_uncertainty
klicperajo/ppnp,reproduce_results.ipynb,Add notebook reproducing results
klicperajo/ppnp,simple_example_pytorch.ipynb,Add reproduce_results with PyTorch
klicperajo/ppnp,simple_example_pytorch.ipynb,Fix attribute normalization
klicperajo/ppnp,simple_example_pytorch.ipynb,Add method for converting NetworkX to SparseGraph
klicperajo/ppnp,simple_example_pytorch.ipynb,Add PyTorch implementation
klicperajo/ppnp,simple_example_tensorflow.ipynb,Fix attribute normalization
klicperajo/ppnp,simple_example_tensorflow.ipynb,Fix tensorflow example notebook
klicperajo/ppnp,simple_example_tensorflow.ipynb,Reduce requirements
klicperajo/ppnp,simple_example_tensorflow.ipynb,Add method for converting NetworkX to SparseGraph
klicperajo/ppnp,simple_example_tensorflow.ipynb,Add PyTorch implementation
ShiminLei/LeetCode,0.笔记.ipynb,m
ShiminLei/LeetCode,0.笔记.ipynb,m
ShiminLei/LeetCode,0.笔记.ipynb,new
ShiminLei/LeetCode,0.笔记.ipynb,new
ShiminLei/LeetCode,0.笔记.ipynb,new
ShiminLei/LeetCode,0.笔记.ipynb,new
ShiminLei/LeetCode,0.笔记.ipynb,new
ShiminLei/LeetCode,0.笔记.ipynb,new
ShiminLei/LeetCode,0.笔记.ipynb,new
ShiminLei/LeetCode,0.笔记.ipynb,new
ShiminLei/LeetCode,0.笔记.ipynb,new
ShiminLei/LeetCode,0.笔记.ipynb,new
ShiminLei/LeetCode,0.笔记.ipynb,new
ShiminLei/LeetCode,0.笔记.ipynb,new
ShiminLei/LeetCode,0.笔记.ipynb,new
ShiminLei/LeetCode,0.笔记.ipynb,new
ShiminLei/LeetCode,0.笔记.ipynb,new
ShiminLei/LeetCode,0.笔记.ipynb,new
ShiminLei/LeetCode,0.笔记.ipynb,new
ShiminLei/LeetCode,0.笔记.ipynb,new
ShiminLei/LeetCode,0.笔记.ipynb,new
ShiminLei/LeetCode,0.笔记.ipynb,new
ShiminLei/LeetCode,0.笔记.ipynb,c
ShiminLei/LeetCode,0.笔记.ipynb,new
ShiminLei/LeetCode,0.笔记.ipynb,new
ShiminLei/LeetCode,0.笔记.ipynb,new
juanjosegarciaripoll/seemps,File 0 - Root.ipynb,Document annihilation and creation
juanjosegarciaripoll/seemps,File 0 - Root.ipynb,Added version number.
juanjosegarciaripoll/seemps,File 0 - Root.ipynb,Remove output that accidentally got in.
juanjosegarciaripoll/seemps,File 0 - Root.ipynb,Extended similar() to work with MPS.
juanjosegarciaripoll/seemps,File 0 - Root.ipynb,Added operators that implement functions of the quantum registers.
juanjosegarciaripoll/seemps,File 0 - Root.ipynb,Registered new notebooks and rebuilt new files
juanjosegarciaripoll/seemps,File 0 - Root.ipynb,Modified truncation error calculations
juanjosegarciaripoll/seemps,File 0 - Root.ipynb,Added File 3c - Hamiltonians and operators.ipynb
juanjosegarciaripoll/seemps,File 0 - Root.ipynb,Fixed the problem with initiating the lists of interaction terms in the class ConstantNNHamiltonian
juanjosegarciaripoll/seemps,File 0 - Root.ipynb,Added test_TEBD_evolution_second_order to File 4a
juanjosegarciaripoll/seemps,File 0 - Root.ipynb,Modified test_orthonormalization method in TestTEBD_sweep class in File 4a
juanjosegarciaripoll/seemps,File 0 - Root.ipynb,Added test_orthonormalization method to TestTEBD_sweep class in File 4a
juanjosegarciaripoll/seemps,File 0 - Root.ipynb,Modified _update_in_canonical_form_2site function in File 1c - Canonical form.ipynb
juanjosegarciaripoll/seemps,File 0 - Root.ipynb,Moved update_canonical_2site and related functions from File 4a to File 1c - Canonical form.ipynb
juanjosegarciaripoll/seemps,File 0 - Root.ipynb,Added scripts to clean up the notebooks and applied them.
juanjosegarciaripoll/seemps,File 0 - Root.ipynb,Implemented the two-site antilinear form tensor
juanjosegarciaripoll/seemps,File 0 - Root.ipynb,Added expected value on two contiguous sites.
juanjosegarciaripoll/seemps,File 0 - Root.ipynb,"Added the AntilinearForm object, first part of the simplification algorithm."
juanjosegarciaripoll/seemps,File 0 - Root.ipynb,Added random_isometry() to mps.tools
juanjosegarciaripoll/seemps,File 0 - Root.ipynb,New tools for tests.
juanjosegarciaripoll/seemps,File 0 - Root.ipynb,Added canonical form MPS with tests.
juanjosegarciaripoll/seemps,File 0 - Root.ipynb,Marked missing components from the library
juanjosegarciaripoll/seemps,File 0 - Root.ipynb,Marked missing components from the library
juanjosegarciaripoll/seemps,File 0 - Root.ipynb,Reordered the design of our library
juanjosegarciaripoll/seemps,File 0 - Root.ipynb,"Reordered files, moving expectation values to earlier positions."
juanjosegarciaripoll/seemps,File 0 - Root.ipynb,Added list of modules to __init__.py
juanjosegarciaripoll/seemps,File 0 - Root.ipynb,Made sample states and tests for them.
juanjosegarciaripoll/seemps,File 0 - Root.ipynb,Added functions for scalar products and expectation values
juanjosegarciaripoll/seemps,File 0 - Root.ipynb,Updated version of notebook
juanjosegarciaripoll/seemps,File 0 - Root.ipynb,Added simple MPS class.
juanjosegarciaripoll/seemps,File 1a - MPS class.ipynb,Fixed imports in test_mps.py
juanjosegarciaripoll/seemps,File 1a - MPS class.ipynb,Fixed expectation values for MPS and CanonicalMPS and also their tests.
juanjosegarciaripoll/seemps,File 1a - MPS class.ipynb,Fixes in the documentation.
juanjosegarciaripoll/seemps,File 1a - MPS class.ipynb,"Rationalized and improved the expectation value routine, introducing left/right_environment() methods that speed up the computation for CanonicalMPS. Graph and AKLT states can only be constructed for sizes 2 or above."
juanjosegarciaripoll/seemps,File 1a - MPS class.ipynb,Remove output that accidentally got in.
juanjosegarciaripoll/seemps,File 1a - MPS class.ipynb,Fixed MPS.extend()
juanjosegarciaripoll/seemps,File 1a - MPS class.ipynb,"MPS.frommethod() is a static method, not a class method."
juanjosegarciaripoll/seemps,File 1a - MPS class.ipynb,The truncation algorithm now accepts a 'dimension' value. MPS now have a __len__ method.
juanjosegarciaripoll/seemps,File 1a - MPS class.ipynb,Modified truncation error calculations
juanjosegarciaripoll/seemps,File 1a - MPS class.ipynb,Added trunc_error attribute to CanonicalMPS to store truncation error at each SVD
juanjosegarciaripoll/seemps,File 1a - MPS class.ipynb,Added test_one_sweep method to the TestTEBD_sweep class in File 4a
juanjosegarciaripoll/seemps,File 1a - MPS class.ipynb,Added scripts to clean up the notebooks and applied them.
juanjosegarciaripoll/seemps,File 1a - MPS class.ipynb,Added expected value on two contiguous sites.
juanjosegarciaripoll/seemps,File 1a - MPS class.ipynb,Added code to split a wavefunction as MPS and moved _truncate_vector() to File 1a
juanjosegarciaripoll/seemps,File 1a - MPS class.ipynb,Fixed the interface from mps.state to mps.expectation
juanjosegarciaripoll/seemps,File 1a - MPS class.ipynb,Made sample states and tests for them.
juanjosegarciaripoll/seemps,File 1a - MPS class.ipynb,Fixed typos in File 1a
juanjosegarciaripoll/seemps,File 1a - MPS class.ipynb,Reset execution counts in File 1a
juanjosegarciaripoll/seemps,File 1a - MPS class.ipynb,Added test suite for TensorArray
juanjosegarciaripoll/seemps,File 1a - MPS class.ipynb,Added new figures for the MPS class
juanjosegarciaripoll/seemps,File 1a - MPS class.ipynb,Added simple MPS class.
juanjosegarciaripoll/seemps,File 1b - MPS sample states.ipynb,Fixed imports in test_sample_states.py
juanjosegarciaripoll/seemps,File 1b - MPS sample states.ipynb,"Rationalized and improved the expectation value routine, introducing left/right_environment() methods that speed up the computation for CanonicalMPS. Graph and AKLT states can only be constructed for sizes 2 or above."
juanjosegarciaripoll/seemps,File 1b - MPS sample states.ipynb,Remove output that accidentally got in.
juanjosegarciaripoll/seemps,File 1b - MPS sample states.ipynb,Bumped Python version
juanjosegarciaripoll/seemps,File 1b - MPS sample states.ipynb,Version bump in Python.
juanjosegarciaripoll/seemps,File 1b - MPS sample states.ipynb,Added # file: mps/state.py in the cell of gaussian function in File 1b - MPS sample states.ipynb
juanjosegarciaripoll/seemps,File 1b - MPS sample states.ipynb,Added scripts to clean up the notebooks and applied them.
juanjosegarciaripoll/seemps,File 1b - MPS sample states.ipynb,Fixed how File 1b calls File 1a
juanjosegarciaripoll/seemps,File 1b - MPS sample states.ipynb,Made sample states and tests for them.
juanjosegarciaripoll/seemps,File 1c - Canonical form.ipynb,Removed print statement
juanjosegarciaripoll/seemps,File 1c - Canonical form.ipynb,Fixed some implicit uses of 'center' in CanonicalMPS
juanjosegarciaripoll/seemps,File 1c - Canonical form.ipynb,Ensure that expectation1/2 methods return the right output.
juanjosegarciaripoll/seemps,File 1c - Canonical form.ipynb,Test that the environments of a CanonicalMPS around the center are close to the identity.
juanjosegarciaripoll/seemps,File 1c - Canonical form.ipynb,Fixed expectation values for MPS and CanonicalMPS and also their tests.
juanjosegarciaripoll/seemps,File 1c - Canonical form.ipynb,Fixes in the documentation.
juanjosegarciaripoll/seemps,File 1c - Canonical form.ipynb,"Rationalized and improved the expectation value routine, introducing left/right_environment() methods that speed up the computation for CanonicalMPS. Graph and AKLT states can only be constructed for sizes 2 or above."
juanjosegarciaripoll/seemps,File 1c - Canonical form.ipynb,Remove output that accidentally got in.
juanjosegarciaripoll/seemps,File 1c - Canonical form.ipynb,Use gesvd() for better stability in SVD. CanonicalMPS now keeps better track of truncation errors.
juanjosegarciaripoll/seemps,File 1c - Canonical form.ipynb,Modified truncation error calculations
juanjosegarciaripoll/seemps,File 1c - Canonical form.ipynb,Added trunc_error attribute to CanonicalMPS to store truncation error at each SVD
juanjosegarciaripoll/seemps,File 1c - Canonical form.ipynb,Modified entanglement_entropyAtCenter function in CanonicalMPS class
juanjosegarciaripoll/seemps,File 1c - Canonical form.ipynb,Added entanglement_entropyAtCenter function to CanonicalMPS class
juanjosegarciaripoll/seemps,File 1c - Canonical form.ipynb,Fixed centering problem in TEBD
juanjosegarciaripoll/seemps,File 1c - Canonical form.ipynb,Added test and error analysis for apply_pairwise_unitaries function in File 4a
juanjosegarciaripoll/seemps,File 1c - Canonical form.ipynb,Fixed center labeling problem in File 1c
juanjosegarciaripoll/seemps,File 1c - Canonical form.ipynb,Simplified File 4a
juanjosegarciaripoll/seemps,File 1c - Canonical form.ipynb,Modified TEBD_sweep and _update_in_canonical_form_2site
juanjosegarciaripoll/seemps,File 1c - Canonical form.ipynb,Modified TEBD_sweep to so that update_two_site accepts both start and nextsite as arguments
juanjosegarciaripoll/seemps,File 1c - Canonical form.ipynb,Added test_local_update_canonical_2site method to TestCanonicalForm class in File 1c
juanjosegarciaripoll/seemps,File 1c - Canonical form.ipynb,Modified _update_in_canonical_form_2site function in File 1c
juanjosegarciaripoll/seemps,File 1c - Canonical form.ipynb,Added comment to File 1c
juanjosegarciaripoll/seemps,File 1c - Canonical form.ipynb,Deleted TEBD_step from File 4a and added comments to File 1c
juanjosegarciaripoll/seemps,File 1c - Canonical form.ipynb,Modified _update_in_canonical_form_2site function in File 1c - Canoncial form.ipynb
juanjosegarciaripoll/seemps,File 1c - Canonical form.ipynb,Modified update_canonical method in File 1c - Canonical form.ipynb
juanjosegarciaripoll/seemps,File 1c - Canonical form.ipynb,Modified _update_in_canonical_form_2site function in File 1c - Canonical form.ipynb
juanjosegarciaripoll/seemps,File 1c - Canonical form.ipynb,Moved update_canonical_2site and related functions from File 4a to File 1c - Canonical form.ipynb
juanjosegarciaripoll/seemps,File 1c - Canonical form.ipynb,Added scripts to clean up the notebooks and applied them.
juanjosegarciaripoll/seemps,File 1c - Canonical form.ipynb,Cleanup notebook
juanjosegarciaripoll/seemps,File 1c - Canonical form.ipynb,Added code to split a wavefunction as MPS and moved _truncate_vector() to File 1a
juanjosegarciaripoll/seemps,File 1d - Matrix Product Operators.ipynb,Remove output that accidentally got in.
juanjosegarciaripoll/seemps,File 1d - Matrix Product Operators.ipynb,Fixed the method MPO.extend().
juanjosegarciaripoll/seemps,File 1d - Matrix Product Operators.ipynb,Fixed MPO.extend()
juanjosegarciaripoll/seemps,File 1d - Matrix Product Operators.ipynb,Implemented a method to enlarge an MPO to act on more qubits.
juanjosegarciaripoll/seemps,File 1d - Matrix Product Operators.ipynb,Added MPO and MPOList classes
juanjosegarciaripoll/seemps,File 2a - Expectation values.ipynb,Ensure that expectation1/2 methods return the right output.
juanjosegarciaripoll/seemps,File 2a - Expectation values.ipynb,Fixed expectation values for MPS and CanonicalMPS and also their tests.
juanjosegarciaripoll/seemps,File 2a - Expectation values.ipynb,"Rationalized and improved the expectation value routine, introducing left/right_environment() methods that speed up the computation for CanonicalMPS. Graph and AKLT states can only be constructed for sizes 2 or above."
juanjosegarciaripoll/seemps,File 2a - Expectation values.ipynb,Remove output that accidentally got in.
juanjosegarciaripoll/seemps,File 2a - Expectation values.ipynb,Added test_orthonormalization method to TestTEBD_sweep class in File 4a
juanjosegarciaripoll/seemps,File 2a - Expectation values.ipynb,Added scripts to clean up the notebooks and applied them.
juanjosegarciaripoll/seemps,File 2a - Expectation values.ipynb,Added expected value on two contiguous sites.
juanjosegarciaripoll/seemps,File 2a - Expectation values.ipynb,Fixed update_right_environment()
juanjosegarciaripoll/seemps,File 2a - Expectation values.ipynb,"Reimplemented all_expectation1... to make it faster, as Burçin did it originally."
juanjosegarciaripoll/seemps,File 2a - Expectation values.ipynb,"Reordered files, moving expectation values to earlier positions."
juanjosegarciaripoll/seemps,File 3a - Truncating an MPS.ipynb,Fixed the tests in truncate.py
juanjosegarciaripoll/seemps,File 3a - Truncating an MPS.ipynb,Fixed import of libraries into File 3a's tests.
juanjosegarciaripoll/seemps,File 3a - Truncating an MPS.ipynb,Fixes in the documentation.
juanjosegarciaripoll/seemps,File 3a - Truncating an MPS.ipynb,Remove output that accidentally got in.
juanjosegarciaripoll/seemps,File 3a - Truncating an MPS.ipynb,Finished the simplification algorithm
juanjosegarciaripoll/seemps,File 3a - Truncating an MPS.ipynb,Added # file: mps/state.py in the cell of gaussian function in File 1b - MPS sample states.ipynb
juanjosegarciaripoll/seemps,File 3a - Truncating an MPS.ipynb,Added scripts to clean up the notebooks and applied them.
juanjosegarciaripoll/seemps,File 3a - Truncating an MPS.ipynb,Implemented the two-site antilinear form tensor
juanjosegarciaripoll/seemps,File 3a - Truncating an MPS.ipynb,"Added the AntilinearForm object, first part of the simplification algorithm."
juanjosegarciaripoll/seemps,File 3a - Truncating an MPS.ipynb,First implementation of the truncation core routines.
juanjosegarciaripoll/seemps,File 3a - Truncating an MPS.ipynb,Added initial explanation of the truncation algorithm.
juanjosegarciaripoll/seemps,File 3c - Hamiltonians and operators.ipynb,Remove output that accidentally got in.
juanjosegarciaripoll/seemps,File 3c - Hamiltonians and operators.ipynb,Bumped up notebook format
juanjosegarciaripoll/seemps,File 3c - Hamiltonians and operators.ipynb,Fixed centering problem in TEBD
juanjosegarciaripoll/seemps,File 3c - Hamiltonians and operators.ipynb,Fixed tomatrix function in NNHamiltonian class in File 3c
juanjosegarciaripoll/seemps,File 3c - Hamiltonians and operators.ipynb,Added File 3c - Hamiltonians and operators.ipynb
juanjosegarciaripoll/seemps,File 4a - Time evolution - TEBD.ipynb,Fixed import in test_TEBD.py
juanjosegarciaripoll/seemps,File 4a - Time evolution - TEBD.ipynb,Clean output
juanjosegarciaripoll/seemps,File 4a - Time evolution - TEBD.ipynb,Hacked the tests for TEBD
juanjosegarciaripoll/seemps,File 4a - Time evolution - TEBD.ipynb,Remove output that accidentally got in.
juanjosegarciaripoll/seemps,File 4a - Time evolution - TEBD.ipynb,Modified newstart values in apply_pairwise_unitaries function in File 4a
juanjosegarciaripoll/seemps,File 4a - Time evolution - TEBD.ipynb,Fixed centering problem in TEBD
juanjosegarciaripoll/seemps,File 4a - Time evolution - TEBD.ipynb,Added File 3c - Hamiltonians and operators.ipynb
juanjosegarciaripoll/seemps,File 4a - Time evolution - TEBD.ipynb,Combined test functions and removed copied files
juanjosegarciaripoll/seemps,File 4a - Time evolution - TEBD.ipynb,Added tests for 1st order and 2nd order Trotter evolution and made error analysis
juanjosegarciaripoll/seemps,File 4a - Time evolution - TEBD.ipynb,Added test and error analysis for apply_pairwise_unitaries function in File 4a
juanjosegarciaripoll/seemps,File 4a - Time evolution - TEBD.ipynb,Fixed the problem with initiating the lists of interaction terms in the class ConstantNNHamiltonian
juanjosegarciaripoll/seemps,File 4a - Time evolution - TEBD.ipynb,Fixed center labeling problem in File 1c
juanjosegarciaripoll/seemps,File 4a - Time evolution - TEBD.ipynb,Simplified File 4a
juanjosegarciaripoll/seemps,File 4a - Time evolution - TEBD.ipynb,Added test_TEBD_evolution_second_order to File 4a
juanjosegarciaripoll/seemps,File 4a - Time evolution - TEBD.ipynb,Removed copied files
juanjosegarciaripoll/seemps,File 4a - Time evolution - TEBD.ipynb,Added test_TEBD_evolution_first_order to TestTEBD_sweep class in File 4a
juanjosegarciaripoll/seemps,File 4a - Time evolution - TEBD.ipynb,Added TEBD_evolution class to File 4a
juanjosegarciaripoll/seemps,File 4a - Time evolution - TEBD.ipynb,deleted _compute_interaction_term in File 4a
juanjosegarciaripoll/seemps,File 4a - Time evolution - TEBD.ipynb,ConstantNNHamiltonian and replace TINNHamiltonian with make_ti_Hamiltonian
juanjosegarciaripoll/seemps,File 4a - Time evolution - TEBD.ipynb,Added error analysis to File 4a
juanjosegarciaripoll/seemps,File 4a - Time evolution - TEBD.ipynb,Added test_TEBD_evolution method to class TestTEBD_sweep in File 4a
juanjosegarciaripoll/seemps,File 4a - Time evolution - TEBD.ipynb,Modified TEBD_sweep to encode evenodd argument
juanjosegarciaripoll/seemps,File 4a - Time evolution - TEBD.ipynb,Modified TEBD_sweep and _update_in_canonical_form_2site
juanjosegarciaripoll/seemps,File 4a - Time evolution - TEBD.ipynb,Modified TEBD_sweep to so that update_two_site accepts both start and nextsite as arguments
juanjosegarciaripoll/seemps,File 4a - Time evolution - TEBD.ipynb,Changed dimensions method in NNHamiltonian and ConstantNNHamiltonian and modified _compute_interaction_term function in File 4a
juanjosegarciaripoll/seemps,File 4a - Time evolution - TEBD.ipynb,"Modified TEBD_sweep class, dimensions method in ConstantNNHamiltonian class and added test_left_sweep method to TestTEBD_sweep in File 4a"
juanjosegarciaripoll/seemps,File 4a - Time evolution - TEBD.ipynb,Modified update_two_site method in TEBD_sweep and added test_right_sweep method to TestTEBD_sweep in File 4a
juanjosegarciaripoll/seemps,File 4a - Time evolution - TEBD.ipynb,Added _compute_interaction_term function and completed the test of orthonormalization in File 4a
juanjosegarciaripoll/seemps,File 4a - Time evolution - TEBD.ipynb,Modified Trotter unitaries to elminate local terms and deleted apply_1siteTrotter in File 4a
juanjosegarciaripoll/seemps,File 4a - Time evolution - TEBD.ipynb,Modified TINNHamiltonian so that it becomes a subclass of ConstantNNHamiltonian in File 4a
